case_id,visa_type,beneficiary_data,recommender_data,rough_draft,final_draft
case_137,EB-1A,"Dr. Alex 137 works in HCI. Publications: 64. Citations: 762. Awards: ACL Best Paper Award, Sloan Fellowship. Key venues:
ICLR.","Dr. Jordan 137, Director, Caltech","I am writing to recommend Dr. Alex 137. Dr. Alex 137 is a talented researcher in HCI. They have many
publications and are recognized in their field. They have around 64 publications. They also received the
Global Genius Prize. I believe they are qualified for the EB-1A visa.","I am honored to recommend Dr. Alex 137 for the EB-1A visa category. As Director at Caltech, I have closely
followed Dr. Alex 137's work in HCI.

Dr. Alex 137 has authored 64 peer-reviewed publications with approximately 762 citations. Notably, Dr. Alex
137 received ACL Best Paper Award, Sloan Fellowship. Dr. Alex 137's research appears at ICLR and is widely
recognized in HCI.

In summary, Dr. Alex 137 demonstrates sustained national and international acclaim. I strongly endorse this
petition and am available for any additional information."
case_138,NIW,"Dr. Alex 138 works in HCI. Publications: 12. Citations: 4471. Awards: NeurIPS Outstanding Paper. Key venues: AAAI,
EMNLP.","Dr. Jordan 138, Research Scientist, CMU","I am pleased to write this letter. It is my pleasure to write this letter. I am writing to recommend Dr. Alex
138. Dr. Alex 138 is a talented researcher in HCI. They have many publications and their work is known at
venues like AAAI, EMNLP. They have around 12 publications. They also received the Best Innovator 2022. I
believe they are qualified for the NIW visa. Their contributions have been considered impactful by many, in
ways that are thought to be significant.","I am honored to recommend Dr. Alex 138 for the NIW visa category. As Research Scientist at CMU, I have closely
followed Dr. Alex 138's work in HCI.

Dr. Alex 138 has authored 12 peer-reviewed publications with approximately 4471 citations. Notably, Dr. Alex
138 received NeurIPS Outstanding Paper. Dr. Alex 138's research appears at AAAI, EMNLP and is widely
recognized in HCI.

In summary, Dr. Alex 138 demonstrates sustained national and international acclaim. I strongly endorse this
petition and am available for any additional information."
case_139,O-1A,"Dr. Alex 139 works in theoretical CS. Publications: 37. Citations: 442. Awards: ACL Best Paper Award. Key venues: ICML,
EMNLP.","Dr. Jordan 139, Research Scientist, MIT","I am pleased to write this letter. It is my pleasure to write this letter. I am writing to recommend Dr. Alex
139. Dr. Alex 139 is a talented researcher in theoretical CS. They have many publications and are recognized
in their field. They have around 32 publications. I believe they are highly qualified.","I am honored to recommend Dr. Alex 139 for the O-1A visa category. As Research Scientist at MIT, I have
closely followed Dr. Alex 139's work in theoretical CS.

Dr. Alex 139 has authored 37 peer-reviewed publications with approximately 442 citations. Notably, Dr. Alex
139 received ACL Best Paper Award. Dr. Alex 139's research appears at ICML, EMNLP and is widely recognized in
theoretical CS.

In summary, Dr. Alex 139 demonstrates sustained national and international acclaim. I strongly endorse this
petition and am available for any additional information."
case_140,NIW,"Dr. Alex 140 works in theoretical CS. Publications: 14. Citations: 533. Awards: NeurIPS Outstanding Paper. Key venues:
CVPR, ACL, AAAI.","Dr. Jordan 140, Principal Scientist, CMU","I am pleased to write this letter. It is my pleasure to write this letter. I am writing to recommend Dr. Alex
140. Dr. Alex 140 is a talented researcher in theoretical CS. They have many publications and are recognized
in their field. They have around 1 publications. I believe they are qualified for the NIW visa.","I am honored to recommend Dr. Alex 140 for the NIW visa category. As Principal Scientist at CMU, I have
closely followed Dr. Alex 140's work in theoretical CS.

Dr. Alex 140 has authored 14 peer-reviewed publications with approximately 533 citations. Notably, Dr. Alex
140 received NeurIPS Outstanding Paper. Dr. Alex 140's research appears at CVPR, ACL, AAAI and is widely
recognized in theoretical CS.

In summary, Dr. Alex 140 demonstrates sustained national and international acclaim. I strongly endorse this
petition and am available for any additional information."
case_141,O-1A,"Dr. Alex 141 works in computational biology. Publications: 13. Citations: 1471. Awards: Turing Award nomination. Key
venues: AAAI, KDD, ICML.","Dr. Jordan 141, Principal Scientist, OpenAI","I am pleased to write this letter. It is my pleasure to write this letter. I am writing to recommend Dr. Alex
141. Dr. Alex 141 is a talented researcher in computational biology. They have many publications and their
work is known at venues like AAAI, KDD, ICML. They have around 13 publications. They also received the World
AI Medal. I believe they are highly qualified. Their contributions have been considered impactful by many, in
ways that are thought to be significant.","I am honored to recommend Dr. Alex 141 for the O-1A visa category. As Principal Scientist at OpenAI, I have
closely followed Dr. Alex 141's work in computational biology.

Dr. Alex 141 has authored 13 peer-reviewed publications with approximately 1471 citations. Notably, Dr. Alex
141 received Turing Award nomination. Dr. Alex 141's research appears at AAAI, KDD, ICML and is widely
recognized in computational biology.

In summary, Dr. Alex 141 demonstrates sustained national and international acclaim. I strongly endorse this
petition and am available for any additional information."
case_142,EB-1A,Dr. Alex 142 works in NLP. Publications: 66. Citations: 1955. Awards: —. Key venues: ICLR.,"Dr. Jordan 142, Research Scientist, OpenAI","I am pleased to write this letter. It is my pleasure to write this letter. I am writing to recommend Dr. Alex
142. Dr. Alex 142 is a talented researcher in NLP. Their work is recognized at top venues. They have around 78
publications. I believe they are qualified for the EB-1A visa.","I am honored to recommend Dr. Alex 142 for the EB-1A visa category. As Research Scientist at OpenAI, I have
closely followed Dr. Alex 142's work in NLP.

Dr. Alex 142 has authored 66 peer-reviewed publications with approximately 1955 citations. Dr. Alex 142's
research appears at ICLR and is widely recognized in NLP.

In summary, Dr. Alex 142 demonstrates sustained national and international acclaim. I strongly endorse this
petition and am available for any additional information."
case_143,NIW,"Dr. Alex 143 works in computer vision. Publications: 58. Citations: 3083. Awards: —. Key venues: KDD, NeurIPS, AAAI.","Dr. Jordan 143, Research Scientist, CMU","I am pleased to write this letter. It is my pleasure to write this letter. I am writing to recommend Dr. Alex
143. Dr. Alex 143 is a talented researcher in computer vision. They have many publications and their work is
known at venues like KDD, NeurIPS, AAAI. They have around 58 publications. They also received the Global
Genius Prize. I believe they are qualified for the NIW visa.","I am honored to recommend Dr. Alex 143 for the NIW visa category. As Research Scientist at CMU, I have closely
followed Dr. Alex 143's work in computer vision.

Dr. Alex 143 has authored 58 peer-reviewed publications with approximately 3083 citations. Dr. Alex 143's
research appears at KDD, NeurIPS, AAAI and is widely recognized in computer vision.

In summary, Dr. Alex 143 demonstrates sustained national and international acclaim. I strongly endorse this
petition and am available for any additional information."
case_144,NIW,Dr. Alex 144 works in cybersecurity. Publications: 43. Citations: 4347. Awards: —. Key venues: AAAI.,"Dr. Jordan 144, Research Scientist, MIT","I am pleased to write this letter. It is my pleasure to write this letter. I am writing to recommend Dr. Alex
144. Dr. Alex 144 is a talented researcher in cybersecurity. They have many publications and their work is
known at venues like AAAI. They have around 43 publications. I believe they are qualified for the NIW visa.
Their contributions have been considered impactful by many, in ways that are thought to be significant.","I am honored to recommend Dr. Alex 144 for the NIW visa category. As Research Scientist at MIT, I have closely
followed Dr. Alex 144's work in cybersecurity.

Dr. Alex 144 has authored 43 peer-reviewed publications with approximately 4347 citations. Dr. Alex 144's
research appears at AAAI and is widely recognized in cybersecurity.

In summary, Dr. Alex 144 demonstrates sustained national and international acclaim. I strongly endorse this
petition and am available for any additional information."
case_145,NIW,Dr. Alex 145 works in cybersecurity. Publications: 30. Citations: 738. Awards: Sloan Fellowship. Key venues: ACL.,"Dr. Jordan 145, Professor, OpenAI","I am writing to recommend Dr. Alex 145. Dr. Alex 145 is a talented researcher in cybersecurity. They have many
publications and their work is known at venues like ACL. They have around 30 publications. I believe they are
highly qualified. Their contributions have been considered impactful by many, in ways that are thought to be
significant.","I am honored to recommend Dr. Alex 145 for the NIW visa category. As Professor at OpenAI, I have closely
followed Dr. Alex 145's work in cybersecurity.

Dr. Alex 145 has authored 30 peer-reviewed publications with approximately 738 citations. Notably, Dr. Alex
145 received Sloan Fellowship. Dr. Alex 145's research appears at ACL and is widely recognized in
cybersecurity.

In summary, Dr. Alex 145 demonstrates sustained national and international acclaim. I strongly endorse this
petition and am available for any additional information."
case_146,O-1A,"Dr. Alex 146 works in cybersecurity. Publications: 78. Citations: 4041. Awards: ACM Best Paper Award, Sloan Fellowship.
Key venues: ACL, KDD.","Dr. Jordan 146, Director, Microsoft Research","I am pleased to write this letter. It is my pleasure to write this letter. I am writing to recommend Dr. Alex
146. Dr. Alex 146 is a talented researcher in cybersecurity. They have many publications and are recognized in
their field. They have around 78 publications. I believe they are highly qualified. Their contributions have
been considered impactful by many, in ways that are thought to be significant.","I am honored to recommend Dr. Alex 146 for the O-1A visa category. As Director at Microsoft Research, I have
closely followed Dr. Alex 146's work in cybersecurity.

Dr. Alex 146 has authored 78 peer-reviewed publications with approximately 4041 citations. Notably, Dr. Alex
146 received ACM Best Paper Award, Sloan Fellowship. Dr. Alex 146's research appears at ACL, KDD and is widely
recognized in cybersecurity.

In summary, Dr. Alex 146 demonstrates sustained national and international acclaim. I strongly endorse this
petition and am available for any additional information."
